0	2424	360	1700
0	2424	376	1700
0	2424	392	1700
0	2424	408	1700

0	2440	312	1200
0	2440	328	1400
0	2440	344	1400
0	2440	360	1400
0	2440	376	1400
0	2440	392	1500
0	2440	408	1700

0	2456	392	1200
0	2456	408	1400

#Backgrounds-SmallTree
0	168	408	2100
0	184	408	2100
0	200	408	2100

0	680	392	2100
0	696	392	2100
0	712	392	2100
0	728	392	2100
0	744	392	2100
0	760	392	2100

0	1048	392	2100
0	1064	392	2100

0	1192	408	2100
0	1208	408	2100
0	1224	408	2100

0	1736	408	2100
0	1752	408	2100
0	1768	408	2100

#Backgrounds-Cloud
0	120	280	3100
0	136	280	3200
0	152	280	3200
0	168	280	3300
0	120	296	3400
0	136	296	3500
0	152	296	3500
0	168	296	3600

0	328	264	3100
0	344	264	3200
0	360	264	3300
0	328	280	3400
0	344	280	3500
0	360	280	3600

0	640	280	3100
0	656	280	3200
0	672	280	3300
0	640	296	3400
0	656	296	3500
0	672	296	3600

0	728	312	3100
0	744	312	3200
0	760	312	3200
0	776	312	3200
0	792	312	3300
0	728	328	3400
0	744	328	3500
0	760	328	3500
0	776	328	3500
0	792	328	3600

0	1176	280	3100
0	1192	280	3200
0	1208	280	3300
0	1176	296	3400
0	1192	296	3500
0	1208	296	3600

0	1656	280	3100
0	1672	280	3200
0	1688	280	3200
0	1704	280	3200
0	1720	280	3300
0	1656	296	3400
0	1672	296	3500
0	1688	296	3500
0	1704	296	3500
0	1720	296	3600

0	2328	296	3100
0	2344	296	3200
0	2360	296	3300
0	2328	312	3400
0	2344	312	3500
0	2360	312	3600

#Box
8	280	344	3	5	82000	1	0
8	248	376	3	3	81000	1	0

8	520	312	4	7	84000	1	0
8	472	344	4	5	81000	1	0
8	408	376	5	3	83000	1	0
8	520	392	6	2	83000	1	0

8	1336	328	7	6	82000	1	0
8	1304	360	7	4	81000	1	0
8	1272	392	7	2	83000	1	0

8	2184	280	3	9	83000	1	0
8	2152	376	3	3	81000	1	0

# Ground
2	8	424	16	16	39	1	21100	21200	21300	0	0	0	0	0	0
2	632	408	16	16	29	2	21100	21200	21300	0	0	0	21400	21500	21600
2	1160	424	16	16	22	1	21100	21200	21300	0	0	0	0	0	0
2	1544	424	16	16	5	1	21100	21200	21300	0	0	0	0	0	0
2	1672	424	16	16	36	1	21100	21200	21300	0	0	0	0	0	0
2	2264	424	16	16	35	1	21100	21200	21300	0	0	0	0	0	0
# Pipe
2	360	376	16	16	2	3	22100	0	22200	22300	0	22400	22300	0	22400
2	1800	392	16	16	2	2	22100	0	22200	0	0	0	22300	0	22400
2	1864	376	16	16	2	3	22100	0	22200	22300	0	22400	22300	0	22400
2	2264	120	16	16	2	12	22100	0	22200	22300	0	22400	22300	0	22400
2	2264	392	16	16	2	2	22300	0	22400	0	0	0	22300	0	22400
2	2328	392	16	16	2	2	22100	0	22200	0	0	0	22300	0	22400
# Brick
2	1512	344	16	16	2	1	23100	0	23100	0	0	0	0	0	0
2	1608	376	16	16	1	1	23100	0	0	0	0	0	0	0	0
2	1592	392	16	16	2	1	23100	0	23100	0	0	0	0	0	0
2	1576	408	16	16	3	1	23100	23100	23100	0	0	0	0	0	0
2	1672	376	16	16	1	1	23100	0	0	0	0	0	0	0	0
2	1672	392	16	16	2	1	23100	0	23100	0	0	0	0	0	0
2	1672	408	16	16	3	1	23100	23100	23100	0	0	0	0	0	0
2	2264	376	16	16	2	1	23100	0	23100	0	0	0	0	0	0
2	2264	312	16	16	2	1	23100	0	23100	0	0	0	0	0	0


# Coin
4	1080	328
4	1112	296
4	1144	264
4	1176	232
4	1208	200

# Goomba
#3	232	400
#3	500	400	1	1

# KoopaTroopa
#12	584	370
#12	1430	280	2	2
12	2104	366	1	1

# Venus Fire Trap
#6	368	384	1	32
#6	1872	384	2	24

# Ptooie
#13	1808	400	1	24

# QuestionBlock
9	184	360	1
9	200	360	1

9	232	312	1
9	248	312	2

9	424	318	1

9	664	392	2

9	712	360	1

9	1480	376	2

# BreakableBrick
14	1992	376	1
14	2008	376	1
14	2024	376	1
14	2040	376	2

14	1976	392	1
14	1992	392	1
14	2008	392	1
14	2024	392	1
14	2040	392	1

14	1960	408	1
14	1976	408	1
14	1992	408	1
14	2008	408	1
14	2024	408	1
14	2040	408	1
14	2056	408	1

14	2104	392	1
14	2104	408	1
14	2120	408	1

# Switch
#15	2040	376

# MARIO
1	2130	300

# Sponsor
#5	640	32	3	3	840	385	1	1	3	888	385	1	1	3	946	385	2	2

